0.000000,0.035640
0.083333,0.035640
0.166667,0.035640
0.250000,0.035640
0.333333,0.035640
0.416667,0.035640
0.500000,0.035640
0.583333,0.035640
0.666667,0.035640
0.750000,0.035640
0.833333,0.035640
0.916667,0.035640
1.000000,0.036300
1.083333,0.036300
1.166667,0.036300
1.250000,0.036300
1.333333,0.036300
1.416667,0.036300
1.500000,0.036300
1.583333,0.036300
1.666667,0.036300
1.750000,0.036300
1.833333,0.036300
1.916667,0.036300
2.000000,0.034060
2.083333,0.034060
2.166667,0.034060
2.250000,0.034060
2.333333,0.034060
2.416667,0.034060
2.500000,0.034060
2.583333,0.034060
2.666667,0.034060
2.750000,0.034060
2.833333,0.034060
2.916667,0.034060
3.000000,0.032380
3.083333,0.032380
3.166667,0.032380
3.250000,0.032380
3.333333,0.032380
3.416667,0.032380
3.500000,0.032380
3.583333,0.032380
3.666667,0.032380
3.750000,0.032380
3.833333,0.032380
3.916667,0.032380
4.000000,0.029410
4.083333,0.029410
4.166667,0.029410
4.250000,0.029410
4.333333,0.029410
4.416667,0.029410
4.500000,0.029410
4.583333,0.029410
4.666667,0.029410
4.750000,0.029410
4.833333,0.029410
4.916667,0.029410
5.000000,0.027710
5.083333,0.027710
5.166667,0.027710
5.250000,0.027710
5.333333,0.027710
5.416667,0.027710
5.500000,0.027710
5.583333,0.027710
5.666667,0.027710
5.750000,0.027710
5.833333,0.027710
5.916667,0.027710
6.000000,0.024510
6.083333,0.024510
6.166667,0.024510
6.250000,0.024510
6.333333,0.024510
6.416667,0.024510
6.500000,0.024510
6.583333,0.024510
6.666667,0.024510
6.750000,0.024510
6.833333,0.024510
6.916667,0.024510
7.000000,0.019420
7.083333,0.019420
7.166667,0.019420
7.250000,0.019420
7.333333,0.019420
7.416667,0.019420
7.500000,0.019420
7.583333,0.019420
7.666667,0.019420
7.750000,0.019420
7.833333,0.019420
7.916667,0.019420
8.000000,0.019080
8.083333,0.019080
8.166667,0.019080
8.250000,0.019080
8.333333,0.019080
8.416667,0.019080
8.500000,0.019080
8.583333,0.019080
8.666667,0.019080
8.750000,0.019080
8.833333,0.019080
8.916667,0.019080
9.000000,0.018960
9.083333,0.018960
9.166667,0.018960
9.250000,0.018960
9.333333,0.018960
