0,2.068288
0.083333,1.685408
0.166667,1.302528
0.25,0.919648
0.333333,0.536768
0.416667,0.153888
0.5,0.12824
0.583333,0.102592
0.666667,0.076944
0.75,0.051296
0.833333,0.025648
0.916667,0
1,0
1.083333,0
1.166667,0
1.25,0
1.333333,0
1.416667,0
1.5,0
1.583333,0
1.666667,0
1.75,0
1.833333,0
1.916667,0
2,0
2.083333,0
2.166667,0
2.25,0
2.333333,0
2.416667,0
2.5,0
2.583333,0
2.666667,0
2.75,0
2.833333,0
2.916667,0
3,0
3.083333,0
3.166667,0
3.25,0
3.333333,0
3.416667,0
3.5,0
3.583333,0
3.666667,0
3.75,0
3.833333,0
3.916667,0
4,0
4.083333,0
4.166667,0
4.25,0
4.333333,0
4.416667,0
4.5,0
4.583333,0
4.666667,0
4.75,0
4.833333,0
4.916667,0
5,0
5.083333,0
5.166667,0
5.25,0
5.333333,0
5.416667,0
5.5,0
5.583333,0
5.666667,0
5.75,0
5.833333,0
5.916667,0
6,0
6.083333,0
6.166667,0
6.25,0
6.333333,0
6.416667,0
6.5,0
6.583333,0
6.666667,0
6.75,0
6.833333,0
6.916667,0
7,0
7.083333,0
7.166667,0
7.25,0
7.333333,0
7.416667,0
7.5,0
7.583333,0
7.666667,0
7.75,0
7.833333,0
7.916667,0
8,0
8.083333,0
8.166667,0
8.25,0
8.333333,0
8.416667,0
8.5,0
8.583333,0
8.666667,0
8.75,0
8.833333,0
8.916667,0
9,0
9.083333,0
9.166667,0
9.25,0
9.333333,0
9.416667,0
9.5,0
9.583333,0
9.666667,0
9.75,0
9.833333,0
9.916667,0
10,0
10.083333,0
10.166667,0
10.25,0
10.333333,0
10.416667,0
10.5,0
10.583333,0.238537
10.666667,0.477074
10.75,0.715612
10.833333,0.954149
10.916667,1.192686
11,1.431223
11.083333,4.737673
11.166667,8.044123
11.25,11.350572
11.333333,14.657022
11.416667,17.963472
11.5,21.269922
11.583333,27.676378
11.666667,34.082834
11.75,40.489291
11.833333,46.895747
11.916667,53.302204
12,59.70866
12.083333,67.496123
12.166667,75.283585
12.25,83.071048
12.333333,90.858511
12.416667,98.645974
12.5,106.433436
12.583333,114.035741
12.666667,121.638047
12.75,129.240352
12.833333,136.842657
12.916667,144.444962
13,152.047267
13.083333,159.04717
13.166667,166.047073
13.25,173.046975
13.333333,180.046878
13.416667,187.04678
13.5,194.046683
13.583333,200.222374
13.666667,206.398065
13.75,212.573756
13.833333,218.749447
13.916667,224.925138
14,231.100829
14.083333,236.715401
14.166667,242.329974
14.25,247.944547
14.333333,253.55912
14.416667,259.173693
14.5,264.788265
14.583333,269.581552
14.666667,274.374839
14.75,279.168126
14.833333,283.961413
14.916667,288.7547
15,293.547987
15.083333,297.764425
15.166667,301.980863
15.25,306.1973
15.333333,310.413738
15.416667,314.630176
15.5,318.846614
15.583333,320.723845
15.666667,322.601076
15.75,324.478307
15.833333,326.355538
15.916667,328.232769
16,330.11
16.083333,330.11
16.166667,330.11
16.25,330.11
16.333333,330.11
16.416667,330.11
16.5,330.11
16.583333,330.11
16.666667,330.11
16.75,330.11
16.833333,330.11
16.916667,330.11
17,330.11
17.083333,330.11
17.166667,330.11
17.25,330.11
17.333333,330.11
17.416667,330.11
17.5,330.11
17.583333,330.11
17.666667,330.11
17.75,330.11
17.833333,330.11
17.916667,330.11
18,330.11
18.083333,330.11
18.166667,330.11
18.25,330.11
18.333333,330.11
18.416667,330.11
18.5,330.11
18.583333,328.790087
18.666667,327.470174
18.75,326.15026
18.833333,324.830347
18.916667,323.510434
19,322.190521
19.083333,319.846204
19.166667,317.501887
19.25,315.15757
19.333333,312.813253
19.416667,310.468936
19.5,308.124619
19.583333,303.977877
19.666667,299.831135
19.75,295.684393
19.833333,291.537652
19.916667,287.39091
20,283.244168
20.083333,278.18828
20.166667,273.132391
20.25,268.076503
20.333333,263.020615
20.416667,257.964727
20.5,252.908838
20.583333,247.185092
20.666667,241.461346
20.75,235.7376
20.833333,230.013854
20.916667,224.290108
21,218.566362
21.083333,212.194335
21.166667,205.822308
21.25,199.450282
21.333333,193.078255
21.416667,186.706228
21.5,180.334201
21.583333,173.277823
21.666667,166.221444
21.75,159.165066
21.833333,152.108687
21.916667,145.052309
22,137.99593
22.083333,130.617417
22.166667,123.238903
22.25,115.860389
22.333333,108.481876
22.416667,101.103362
22.5,93.724849
22.583333,86.649953
22.666667,79.575058
22.75,72.500162
22.833333,65.425266
22.916667,58.350371
23,51.275475
23.083333,44.696099
23.166667,38.116723
23.25,31.537346
23.333333,24.95797
23.416667,18.378594
23.5,11.799217
23.583333,10.241209
23.666667,8.683201
23.75,7.125193
23.833333,5.567185
23.916667,4.009176
